,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,st_rad,st_mass,st_met,sy_dist,decade_of_discovery,pl_type,st_compactness
19,55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,14.6516,13.9,0.94,0.91,0.35,12.5855,1990s,Jovian,0.9680851063829788
20,55 Cnc c,55 Cnc,2,5,Radial Velocity,2004,44.3989,8.51,0.94,0.91,0.35,12.5855,2000s,Jovian,0.9680851063829788
21,55 Cnc d,55 Cnc,2,5,Radial Velocity,2002,5574.2,13.0,0.94,0.91,0.35,12.5855,2000s,Jovian,0.9680851063829788
22,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,0.7365474,1.875,0.94,0.91,0.35,12.5855,2000s,Sub-Neptune,0.9680851063829788
23,55 Cnc f,55 Cnc,2,5,Radial Velocity,2007,259.88,7.59,0.94,0.91,0.35,12.5855,2000s,Jovian,0.9680851063829788
24,6 Lyn b,6 Lyn,1,1,Radial Velocity,2008,934.3,13.4,5.2,1.44,-0.13,54.6599,2000s,Jovian,0.2769230769230769
25,61 Vir b,61 Vir,1,3,Radial Velocity,2009,4.215,2.11,0.96,0.94,-0.01,8.50332,2000s,Sub-Neptune,0.9791666666666666
26,61 Vir c,61 Vir,1,3,Radial Velocity,2009,38.021,4.46,0.96,0.94,-0.01,8.50332,2000s,Sub-Jovian,0.9791666666666666
27,61 Vir d,61 Vir,1,3,Radial Velocity,2009,123.01,5.11,0.96,0.94,-0.01,8.50332,2000s,Sub-Jovian,0.9791666666666666
28,7 CMa b,7 CMa,1,2,Radial Velocity,2011,735.1,13.4,4.87,1.34,0.21,19.8101,2010s,Jovian,0.2751540041067762
29,7 CMa c,7 CMa,1,2,Radial Velocity,2019,996.0,13.9,4.87,1.34,0.21,19.8101,2010s,Jovian,0.2751540041067762
30,70 Vir b,70 Vir,1,1,Radial Velocity,1996,116.688,12.6,1.89,1.09,-0.09,17.9011,1990s,Jovian,0.5767195767195767
31,75 Cet b,75 Cet,2,1,Radial Velocity,2012,691.9,13.1,10.5,2.49,0.0,82.9613,2010s,Jovian,0.23714285714285716
32,8 UMi b,8 UMi,1,1,Radial Velocity,2015,93.4,13.6,10.3,1.44,-0.03,162.552,2010s,Jovian,0.13980582524271842
33,81 Cet b,81 Cet,1,1,Radial Velocity,2008,952.7,12.8,11.0,2.4,-0.06,101.26,2000s,Jovian,0.21818181818181817
34,91 Aqr b,91 Aqr,3,1,Radial Velocity,2013,181.4,13.1,11.0,1.4,-0.03,44.0304,2010s,Jovian,0.12727272727272726
35,BD+03 2562 b,BD+03 2562,1,1,Radial Velocity,2017,481.9,12.7,32.35,1.14,-0.71,1070.63,2010s,Jovian,0.035239567233384846
36,BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009,268.94,13.8,0.86,0.49,0.17,49.352,2000s,Jovian,0.5697674418604651
37,BD+15 2375 b,BD+15 2375,1,1,Radial Velocity,2016,153.22,13.8,8.95,1.08,-0.22,768.045,2010s,Jovian,0.12067039106145253
38,BD+15 2940 b,BD+15 2940,1,1,Radial Velocity,2013,137.48,13.7,14.7,1.1,0.28,426.42,2010s,Jovian,0.07482993197278913
39,BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009,379.63,11.6,71.02,10.83,-0.79,1539.71,2000s,Jovian,0.15249225570261898
40,BD+20 2457 c,BD+20 2457,1,2,Radial Velocity,2009,621.99,12.4,49.0,2.8,-1.0,1539.71,2000s,Jovian,0.05714285714285714
41,BD+20 274 b,BD+20 274,1,1,Radial Velocity,2012,578.2,13.0,17.3,0.8,-0.46,1322.51,2010s,Jovian,0.046242774566473986
42,BD+20 594 b,BD+20 594,1,1,Transit,2016,41.6855,2.578,1.08,1.67,-0.15,179.461,2010s,Sub-Neptune,1.546296296296296
43,BD+45 564 b,BD+45 564,1,1,Radial Velocity,2021,307.88,13.6,0.81,0.81,-0.09,53.622,2020s,Jovian,1.0
44,BD+48 738 b,BD+48 738,1,1,Radial Velocity,2011,392.6,13.9,11.0,0.74,-0.2,871.493,2010s,Jovian,0.06727272727272728
45,BD+48 740 b,BD+48 740,1,1,Radial Velocity,2018,733.0,13.5,10.33,1.09,-0.13,666.589,2010s,Jovian,0.10551790900290417
46,BD+49 828 b,BD+49 828,1,1,Radial Velocity,2015,2590.0,13.5,7.6,1.52,-0.19,442.042,2010s,Jovian,0.2
47,BD+55 362 b,BD+55 362,1,1,Radial Velocity,2021,265.59,14.0,0.9,0.91,0.18,52.5697,2020s,Jovian,1.011111111111111
48,BD+63 1405 b,BD+63 1405,1,1,Radial Velocity,2021,1198.48,13.0,0.8,0.82,-0.09,38.0473,2020s,Jovian,1.025
49,BD-00 4475 b,BD-00 4475,1,1,Radial Velocity,2021,723.2,12.0,0.84,0.81,-0.14,42.6402,2020s,Jovian,0.9642857142857144
50,BD-06 1339 b,BD-06 1339,1,2,Radial Velocity,2013,3.8728,2.85,0.69,0.7,-0.14,20.2695,2010s,Sub-Neptune,1.0144927536231885
51,BD-06 1339 c,BD-06 1339,1,2,Radial Velocity,2013,125.94,8.38,0.69,0.7,-0.14,20.2695,2010s,Jovian,1.0144927536231885
52,BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,5.6,3.61,0.71,0.5,-0.06,41.3342,2000s,Sub-Jovian,0.7042253521126761
53,BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009,237.6,12.5,0.72,0.74,-0.07,41.3342,2000s,Jovian,1.027777777777778
54,BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,3.48777,14.1,0.91,1.47,0.38,84.4069,2000s,Jovian,1.6153846153846152
55,BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014,1634.0,14.1,0.64,0.65,-0.35,27.1665,2010s,Jovian,1.015625
56,BD-11 4672 c,BD-11 4672,1,2,Radial Velocity,2020,74.2,4.04,0.64,0.65,-0.35,27.1665,2020s,Sub-Jovian,1.015625
57,BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007,714.29999,12.5,19.17,2.12,-0.08,925.214,2000s,Jovian,0.11058946270213875
58,BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,655.6,12.8,0.69,0.74,-0.03,34.4603,2000s,Jovian,1.0724637681159421
59,CD Cet b,CD Cet,1,1,Radial Velocity,2020,2.2907,1.82,0.17,0.16,0.13,8.60715,2020s,Sub-Neptune,0.9411764705882353
60,COCONUTS-2 b,COCONUTS-2 A,1,1,Imaging,2021,402000000.0,12.442,0.39,0.37,0.0,10.8864,2020s,Jovian,0.9487179487179487
61,CoRoT-1 b,CoRoT-1,1,1,Transit,2008,1.5089557,16.7,1.11,0.95,-0.3,787.909,2000s,Jovian,0.8558558558558558
62,CoRoT-10 b,CoRoT-10,1,1,Transit,2010,13.2406,10.87,0.79,0.89,0.26,338.386,2010s,Jovian,1.1265822784810127
63,CoRoT-11 b,CoRoT-11,1,1,Transit,2010,2.99433,16.03,1.37,1.27,-0.03,655.037,2010s,Jovian,0.927007299270073
64,CoRoT-12 b,CoRoT-12,1,1,Transit,2010,2.828042,16.14,1.12,1.08,0.16,1126.37,2010s,Jovian,0.9642857142857143
65,CoRoT-13 b,CoRoT-13,1,1,Transit,2010,4.03519,9.92,1.01,1.09,0.01,1148.93,2010s,Jovian,1.0792079207920793
66,CoRoT-14 b,CoRoT-14,1,1,Transit,2010,1.51214,12.22,1.21,1.13,0.05,1744.6,2010s,Jovian,0.933884297520661
67,CoRoT-16 b,CoRoT-16,1,1,Transit,2011,5.35227,13.11,1.19,1.1,0.19,732.409,2010s,Jovian,0.9243697478991598
68,CoRoT-17 b,CoRoT-17,1,1,Transit,2011,3.7681,11.43,1.59,1.04,0.0,1176.12,2010s,Jovian,0.6540880503144654
69,CoRoT-18 b,CoRoT-18,1,1,Transit,2011,1.9000693,14.68,1.0,0.95,-0.1,764.889,2010s,Jovian,0.95
70,CoRoT-19 b,CoRoT-19,1,1,Transit,2011,3.89713,14.46,1.65,1.21,-0.02,790.663,2010s,Jovian,0.7333333333333334
71,CoRoT-2 b,CoRoT-2,2,1,Transit,2008,1.7429935,16.432,0.91,0.96,0.04,213.283,2000s,Jovian,1.054945054945055
72,CoRoT-20 b,CoRoT-20,1,2,Transit,2011,9.24285,9.416,1.02,1.14,0.14,844.061,2010s,Jovian,1.1176470588235292
73,CoRoT-20 c,CoRoT-20,1,2,Radial Velocity,2018,1675.0,12.2,1.37,1.14,0.14,844.061,2010s,Jovian,0.8321167883211678
74,CoRoT-21 b,CoRoT-21,1,1,Transit,2012,2.72474,14.572,1.95,1.29,0.0,1398.8341969,2010s,Jovian,0.6615384615384615
75,CoRoT-22 b,CoRoT-22,1,1,Transit,2014,9.75598,4.88,1.14,1.1,0.17,627.158,2010s,Sub-Jovian,0.9649122807017545
76,CoRoT-23 b,CoRoT-23,1,1,Transit,2011,3.6313,11.77,1.61,1.14,0.05,1060.97,2010s,Jovian,0.7080745341614906
77,CoRoT-24 b,CoRoT-24,1,2,Transit,2014,5.1134,3.7,0.86,0.91,0.3,591.555,2010s,Sub-Jovian,1.058139534883721
78,CoRoT-24 c,CoRoT-24,1,2,Transit,2014,11.759,5.0,0.86,0.91,0.3,591.555,2010s,Sub-Jovian,1.058139534883721
79,CoRoT-25 b,CoRoT-25,1,1,Transit,2013,4.86069,12.11,1.19,1.09,-0.01,1103.48,2010s,Jovian,0.9159663865546219
80,CoRoT-26 b,CoRoT-26,1,1,Transit,2013,4.20474,14.12,1.79,1.09,0.01,1045.18,2010s,Jovian,0.6089385474860336
81,CoRoT-27 b,CoRoT-27,1,1,Transit,2014,3.57532,11.287,1.08,1.05,-0.1,1010.28,2010s,Jovian,0.9722222222222222
82,CoRoT-28 b,CoRoT-28,1,1,Transit,2015,5.20851,10.705,1.78,1.01,0.15,766.183,2010s,Jovian,0.5674157303370786
83,CoRoT-29 b,CoRoT-29,1,1,Transit,2015,2.85057,10.088,0.9,0.97,0.2,806.507,2010s,Jovian,1.0777777777777777
84,CoRoT-3 b,CoRoT-3,1,1,Transit,2008,4.2568,11.32,1.56,1.37,0.14,768.771,2000s,Jovian,0.8782051282051282
85,CoRoT-30 b,CoRoT-30,1,1,Transit,2020,9.06005,11.31,0.91,0.98,0.02,1032.23,2020s,Jovian,1.0769230769230769
86,CoRoT-31 b,CoRoT-31,1,1,Transit,2020,4.62941,16.365,2.15,1.25,0.0,2005.76,2020s,Jovian,0.5813953488372093
87,CoRoT-4 b,CoRoT-4,1,1,Transit,2008,9.20205,13.34,1.17,1.16,0.05,726.412,2000s,Jovian,0.9914529914529915
88,CoRoT-5 b,CoRoT-5,1,1,Transit,2009,4.0378962,15.558,1.19,1.0,-0.25,882.472,2000s,Jovian,0.8403361344537815
89,CoRoT-6 b,CoRoT-6,1,1,Transit,2009,8.886593,13.068,1.02,1.05,-0.2,645.294,2000s,Jovian,1.0294117647058825
90,CoRoT-7 b,CoRoT-7,1,2,Transit,2009,0.85359163,1.681,0.83,0.82,0.05,159.906,2000s,Super-Earth,0.9879518072289156
91,CoRoT-7 c,CoRoT-7,1,2,Radial Velocity,2009,3.698,2.83,0.86,0.9,0.06,159.906,2000s,Sub-Neptune,1.0465116279069768
92,CoRoT-8 b,CoRoT-8,1,1,Transit,2010,6.21229,6.39,0.77,0.88,0.3,322.037,2010s,Jovian,1.1428571428571428
93,CoRoT-9 b,CoRoT-9,2,1,Transit,2009,95.272656,11.949,0.96,0.96,-0.01,412.98,2000s,Jovian,1.0
94,CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,6.71837,6.389,0.79,1.08,0.0,576.683,2010s,Jovian,1.3670886075949367
95,DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019,6.6732,1.41,0.91,0.87,0.18,45.23,2010s,Super-Earth,0.956043956043956
96,DS Tuc A b,DS Tuc A,2,1,Transit,2019,8.138268,5.7,0.96,1.01,0.0,44.0622,2010s,Sub-Jovian,1.0520833333333335
97,EPIC 201170410.02,EPIC 201170410,1,1,Transit,2020,6.7987,1.047,0.28,0.29,-0.048,134.0,2020s,Super-Earth,1.0357142857142856
98,EPIC 201427007 b,EPIC 201427007,1,1,Transit,2021,0.72091,1.5,0.94,0.93,-0.053,706.391,2020s,Super-Earth,0.9893617021276597
99,EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019,2.13174,0.692,0.55,0.78,-0.089,253.026,2010s,Terrestrial,1.4181818181818182
100,EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021,0.877214,1.3,0.93,1.02,-0.01,232.1,2020s,Super-Earth,1.096774193548387
101,EPIC 201615463 c,K2-166,1,2,Transit,2019,3.80464,1.22,1.6,1.07,-0.051,476.882,2010s,Super-Earth,0.66875
102,EPIC 201754305 d,K2-16,1,3,Transit,2019,2.71578,1.03,0.54,0.67,-0.33,334.967,2010s,Super-Earth,1.2407407407407407
103,EPIC 201757695.02,EPIC 201757695,1,1,Transit,2020,2.0478,0.908,0.66,0.73,-0.003,577.6,2020s,Terrestrial,1.106060606060606
104,EPIC 201833600 c,K2-50,1,2,Transit,2019,3.96151,1.0,0.63,0.61,-0.113,257.443,2010s,Terrestrial,0.9682539682539683
105,EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,4.1698,1.04,0.63,0.8,0.0,436.488,2010s,Super-Earth,1.26984126984127
106,EPIC 205950854 c,K2-168,1,2,Transit,2019,8.050722,1.31,0.83,0.88,-0.13,243.935,2010s,Super-Earth,1.0602409638554218
107,EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019,4.50756,1.7,0.82,0.93,-0.22,369.888,2010s,Super-Earth,1.1341463414634148
108,EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021,0.911724,1.4,1.1,0.93,-0.22,369.888,2020s,Super-Earth,0.8454545454545455
109,EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,14.647531,2.6,1.1,0.93,-0.22,369.888,2020s,Sub-Neptune,0.8454545454545455
110,EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019,5.2986,1.7,0.5,0.57,0.006,451.769,2010s,Super-Earth,1.14
111,EPIC 206042996 c,EPIC 206042996,1,2,Transit,2021,0.354884,1.2,0.5,0.57,0.006,451.769,2020s,Super-Earth,1.14
112,EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,2.255436,1.0,0.25,0.41,-0.33,109.888,2010s,Terrestrial,1.64
113,EPIC 206317286 b,EPIC 206317286,1,2,Transit,2019,1.58252,0.96,0.67,0.71,0.019,314.35,2010s,Terrestrial,1.0597014925373134
114,EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022,17.515472,2.094,0.76,0.83,0.019,314.35,2020s,Sub-Neptune,1.0921052631578947
115,EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,21.1701963,1.92,0.58,0.62,0.2,186.197,2010s,Sub-Neptune,1.0689655172413794
116,EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,19.49221,5.76,1.39,1.17,0.1,181.69,2010s,Sub-Jovian,0.841726618705036
117,EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019,2.289363,1.48,0.8,0.83,-0.03,418.395,2010s,Super-Earth,1.0374999999999999
118,EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016,5.213965,2.27,0.8,0.83,-0.03,418.395,2010s,Sub-Neptune,1.0374999999999999
119,EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019,15.28078,1.26,0.98,0.99,-0.18,320.07,2010s,Super-Earth,1.010204081632653
120,EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016,23.228555,2.32,0.98,0.99,-0.18,320.07,2010s,Sub-Neptune,1.010204081632653
121,EPIC 212624936 b,EPIC 212624936,1,2,Transit,2021,0.578657,1.2,0.93,1.0,-0.39,561.929,2020s,Super-Earth,1.075268817204301
122,EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021,11.811437,2.3,0.93,1.0,-0.39,561.929,2020s,Sub-Neptune,1.075268817204301
123,EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019,13.603,2.586,0.67,0.69,-0.137,336.25,2010s,Sub-Neptune,1.0298507462686566
124,EPIC 212737443 c,EPIC 212737443,1,2,Transit,2019,65.55,2.69,0.67,0.69,-0.137,336.25,2010s,Sub-Neptune,1.0298507462686566
125,EPIC 220492298 b,EPIC 220492298,1,1,Transit,2021,0.762406,0.99,0.89,0.95,0.28,624.512,2020s,Terrestrial,1.0674157303370786
126,EPIC 220554210 c,K2-282,1,2,Transit,2019,0.70531,1.6,1.0,0.94,-0.23,496.289,2010s,Super-Earth,0.94
127,EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.571212,1.6,0.95,0.93,0.01,244.59,2010s,Super-Earth,0.9789473684210527
128,EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,13.334615,2.2,0.95,0.93,0.01,244.59,2010s,Sub-Neptune,0.9789473684210527
129,EPIC 228836835 b,EPIC 228836835,1,1,Transit,2021,0.728113,1.1,0.32,0.42,-0.18,150.124,2020s,Super-Earth,1.3125
130,EPIC 246851721 b,EPIC 246851721,2,1,Transit,2018,6.180235,11.781,1.59,1.32,0.141,372.632,2010s,Jovian,0.8301886792452831
131,EPIC 248847494 b,EPIC 248847494,1,1,Transit,2018,3650.0,12.442,2.7,0.9,-0.23,551.886,2010s,Jovian,0.3333333333333333
132,EPIC 249893012 b,EPIC 249893012,1,3,Transit,2020,3.5951,1.95,1.71,1.05,0.2,321.296,2020s,Sub-Neptune,0.6140350877192983
133,EPIC 249893012 c,EPIC 249893012,1,3,Transit,2020,15.624,3.67,1.71,1.05,0.2,321.296,2020s,Sub-Jovian,0.6140350877192983
134,EPIC 249893012 d,EPIC 249893012,1,3,Transit,2020,35.747,3.94,1.71,1.05,0.2,321.296,2020s,Sub-Jovian,0.6140350877192983
135,G 264-012 b,G 264-012,1,2,Radial Velocity,2021,2.30538,1.39,0.3,0.3,0.1,16.009,2020s,Super-Earth,1.0
136,G 264-012 c,G 264-012,1,2,Radial Velocity,2021,8.0518,1.76,0.3,0.3,0.1,16.009,2020s,Sub-Neptune,1.0
137,G 9-40 b,G 9-40,1,1,Transit,2019,5.746007,2.025,0.31,0.29,0.04,27.9276,2010s,Sub-Neptune,0.9354838709677419
138,GJ 1061 b,GJ 1061,1,3,Radial Velocity,2020,3.204,1.1,0.16,0.12,-0.08,3.67278,2020s,Super-Earth,0.75
139,GJ 1061 c,GJ 1061,1,3,Radial Velocity,2020,6.689,1.18,0.16,0.12,-0.08,3.67278,2020s,Super-Earth,0.75
140,GJ 1061 d,GJ 1061,1,3,Radial Velocity,2020,13.031,1.16,0.16,0.12,-0.08,3.67278,2020s,Super-Earth,0.75
141,GJ 1132 b,GJ 1132,1,2,Transit,2015,1.628931,1.13,0.21,0.18,-0.12,12.613,2010s,Super-Earth,0.8571428571428571
142,GJ 1132 c,GJ 1132,1,2,Radial Velocity,2018,8.929,1.43,0.21,0.18,-0.12,12.613,2010s,Super-Earth,0.8571428571428571
143,GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,41.38,11.9,0.36,0.34,0.16,11.0143,2010s,Jovian,0.9444444444444445
144,GJ 1148 c,GJ 1148,1,2,Radial Velocity,2017,532.58,9.71,0.36,0.34,0.16,11.0143,2010s,Jovian,0.9444444444444445
145,GJ 1214 b,GJ 1214,1,1,Transit,2009,1.58040433,2.742,0.21,0.18,0.29,14.6427,2000s,Sub-Neptune,0.8571428571428571
146,GJ 1252 b,GJ 1252,1,1,Transit,2020,0.5182349,1.193,0.39,0.38,0.1,20.373,2020s,Super-Earth,0.9743589743589743
147,GJ 1265 b,GJ 1265,1,1,Radial Velocity,2018,3.6511,2.63,0.19,0.18,-0.04,10.2525,2010s,Sub-Neptune,0.9473684210526315
148,GJ 143 b,GJ 143,1,2,Transit,2019,35.61253,2.61,0.69,0.73,0.003,16.32,2010s,Sub-Neptune,1.0579710144927537
149,GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,11.4407,1.55,0.38,0.38,-0.34,3.56228,2010s,Super-Earth,1.0
150,GJ 15 A c,GJ 15 A,2,2,Radial Velocity,2018,7600.0,6.67,0.38,0.38,-0.34,3.56228,2010s,Jovian,1.0
151,GJ 163 b,GJ 163,1,3,Radial Velocity,2013,8.63182,3.25,0.41,0.4,0.1,15.1285,2010s,Sub-Neptune,0.9756097560975611
152,GJ 163 c,GJ 163,1,3,Radial Velocity,2013,25.63058,2.5,0.41,0.4,0.1,15.1285,2010s,Sub-Neptune,0.9756097560975611
153,GJ 163 d,GJ 163,1,3,Radial Velocity,2013,603.95116,5.92,0.41,0.4,0.1,15.1285,2010s,Sub-Jovian,0.9756097560975611
154,GJ 179 b,GJ 179,1,1,Radial Velocity,2009,2288.0,13.9,0.38,0.36,0.3,12.356,2000s,Jovian,0.9473684210526315
155,GJ 251 b,GJ 251,1,1,Radial Velocity,2020,14.238,1.83,0.36,0.36,-0.03,5.58057,2020s,Sub-Neptune,1.0
156,GJ 273 b,GJ 273,1,2,Radial Velocity,2017,18.6498,1.51,0.29,0.29,0.09,5.921535,2010s,Super-Earth,1.0
157,GJ 273 c,GJ 273,1,2,Radial Velocity,2017,4.7234,1.06,0.29,0.29,0.09,5.921535,2010s,Super-Earth,1.0
158,GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000,133.71,13.1,0.9,0.9,0.1,17.5559,2000s,Jovian,1.0
159,GJ 3138 b,GJ 3138,1,3,Radial Velocity,2017,1.22003,1.18,0.5,0.68,-0.3,28.4712,2010s,Super-Earth,1.36
160,GJ 3138 c,GJ 3138,1,3,Radial Velocity,2017,5.974,1.88,0.5,0.68,-0.3,28.4712,2010s,Sub-Neptune,1.36
161,GJ 3138 d,GJ 3138,1,3,Radial Velocity,2017,257.8,3.23,0.5,0.68,-0.3,28.4712,2010s,Sub-Neptune,1.36
162,GJ 317 b,GJ 317,1,2,Radial Velocity,2007,695.66,13.3,0.43,0.42,0.301,15.1968,2000s,Jovian,0.9767441860465116
163,GJ 317 c,GJ 317,1,2,Radial Velocity,2018,6739.323,13.5,0.43,0.42,0.301,15.1968,2010s,Jovian,0.9767441860465116
164,GJ 328 b,GJ 328,1,1,Radial Velocity,2013,4100.0,13.3,0.65,0.69,0.0,20.5266,2010s,Jovian,1.0615384615384613
165,GJ 3293 b,GJ 3293,1,4,Radial Velocity,2015,30.5987,5.19,0.4,0.42,0.02,20.1903,2010s,Sub-Jovian,1.0499999999999998
166,GJ 3293 c,GJ 3293,1,4,Radial Velocity,2015,122.6196,4.87,0.4,0.42,0.02,20.1903,2010s,Sub-Jovian,1.0499999999999998
167,GJ 3293 d,GJ 3293,1,4,Radial Velocity,2017,48.1345,2.67,0.4,0.42,0.02,20.1903,2010s,Sub-Neptune,1.0499999999999998
168,GJ 3293 e,GJ 3293,1,4,Radial Velocity,2017,13.2543,1.63,0.4,0.42,0.02,20.1903,2010s,Super-Earth,1.0499999999999998
169,GJ 3323 b,GJ 3323,1,2,Radial Velocity,2017,5.3636,1.23,0.12,0.16,-0.27,5.37484,2010s,Super-Earth,1.3333333333333335
170,GJ 3323 c,GJ 3323,1,2,Radial Velocity,2017,40.54,1.32,0.12,0.16,-0.27,5.37484,2010s,Super-Earth,1.3333333333333335
171,GJ 3341 b,GJ 3341,1,1,Radial Velocity,2015,14.207,2.46,0.44,0.47,-0.09,23.619,2010s,Sub-Neptune,1.0681818181818181
172,GJ 338 B b,GJ 338 B,2,1,Radial Velocity,2020,24.45,3.19,0.58,0.64,-0.03,6.33256,2020s,Sub-Neptune,1.1034482758620692
173,GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,3.3366496,4.57,0.55,0.54,0.2,29.4214,2010s,Sub-Jovian,0.9818181818181818
174,GJ 3473 b,GJ 3473,2,2,Transit,2020,1.1980035,1.264,0.36,0.36,0.11,27.3644,2020s,Super-Earth,1.0
175,GJ 3473 c,GJ 3473,2,2,Radial Velocity,2020,15.509,2.63,0.36,0.36,0.11,27.3644,2020s,Sub-Neptune,1.0
176,GJ 3512 b,GJ 3512,1,1,Radial Velocity,2019,203.59,14.3,0.14,0.12,-0.07,9.48637,2010s,Jovian,0.857142857142857
177,GJ 357 b,GJ 357,1,3,Transit,2019,3.93072,1.217,0.34,0.34,-0.12,9.44181,2010s,Super-Earth,1.0
178,GJ 357 c,GJ 357,1,3,Radial Velocity,2019,9.1247,1.66,0.34,0.34,-0.12,9.44181,2010s,Super-Earth,1.0
179,GJ 357 d,GJ 357,1,3,Radial Velocity,2019,55.661,2.34,0.34,0.34,-0.12,9.44181,2010s,Sub-Neptune,1.0
180,GJ 367 b,GJ 367,1,1,Transit,2021,0.321962,0.718,0.46,0.45,-0.01,9.41263,2020s,Terrestrial,0.9782608695652174
181,GJ 3779 b,GJ 3779,1,1,Radial Velocity,2018,3.0232,2.75,0.28,0.27,0.0,13.743,2010s,Sub-Neptune,0.9642857142857143
182,GJ 3929 b,GJ 3929,1,1,Transit,2022,2.6162745,1.15,0.32,0.31,0.0,15.8095,2020s,Super-Earth,0.96875
183,GJ 393 b,GJ 393,1,1,Radial Velocity,2021,7.02679,1.17,0.43,0.43,-0.09,7.03149,2020s,Super-Earth,1.0
184,GJ 3942 b,GJ 3942,1,1,Radial Velocity,2017,6.905,2.57,0.61,0.63,-0.04,16.9287,2010s,Sub-Neptune,1.0327868852459017
185,GJ 3998 b,GJ 3998,1,2,Radial Velocity,2016,2.64977,1.38,0.49,0.5,-0.16,18.1459,2010s,Super-Earth,1.0204081632653061
186,GJ 3998 c,GJ 3998,1,2,Radial Velocity,2016,13.74,2.38,0.49,0.5,-0.16,18.1459,2010s,Sub-Neptune,1.0204081632653061
187,GJ 411 b,GJ 411,1,2,Radial Velocity,2019,12.9394,1.45,0.37,0.39,-0.362,5.675773,2010s,Super-Earth,1.0540540540540542
188,GJ 414 A b,GJ 414 A,2,2,Radial Velocity,2021,50.8,2.63,0.68,0.65,0.24,11.8893,2020s,Sub-Neptune,0.9558823529411764
189,GJ 414 A c,GJ 414 A,2,2,Radial Velocity,2021,749.83,8.4,0.68,0.65,0.24,11.8893,2020s,Jovian,0.9558823529411764
190,GJ 4276 b,GJ 4276,1,1,Radial Velocity,2019,13.352,4.22,0.41,0.41,0.12,21.3362,2010s,Sub-Jovian,1.0
191,GJ 433 b,GJ 433,1,3,Radial Velocity,2011,7.3705,2.33,0.5,0.48,-0.17,9.06456,2010s,Sub-Neptune,0.96
192,GJ 433 c,GJ 433,1,3,Radial Velocity,2014,5094.105,6.27,0.47,0.48,-0.17,9.06456,2010s,Jovian,1.0212765957446808
193,GJ 433 d,GJ 433,1,3,Radial Velocity,2020,36.059,2.14,0.47,0.48,-0.17,9.06456,2020s,Sub-Neptune,1.0212765957446808
194,GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.64388312,4.17,0.46,0.47,0.099,9.75321,2000s,Sub-Jovian,1.0217391304347825
195,GJ 486 b,GJ 486,1,1,Radial Velocity,2021,1.467119,1.305,0.33,0.32,0.07,8.07426,2020s,Super-Earth,0.9696969696969697
196,GJ 514 b,GJ 514,1,1,Radial Velocity,2022,140.43,2.13,0.5,0.51,-0.14,7.61778,2020s,Sub-Neptune,1.02
197,GJ 536 b,GJ 536,1,1,Radial Velocity,2016,8.7076,2.17,0.5,0.52,-0.08,10.4092,2010s,Sub-Neptune,1.04
198,GJ 581 b,GJ 581,1,3,Radial Velocity,2005,5.3686,4.11,0.33,0.31,-0.088,6.2981,2000s,Sub-Jovian,0.9393939393939393
199,GJ 581 c,GJ 581,1,3,Radial Velocity,2007,12.914,2.21,0.33,0.31,-0.088,6.2981,2000s,Sub-Neptune,0.9393939393939393
